SE_id,SE_type,lon,lat,node_id,group_id,location_type
10004205,xfc_150kW,-93.1,45.2,station_42,42,U
10004206,xfc_150kW,-93.1,45.2,station_42,42,U
10004207,xfc_150kW,-93.1,45.2,station_42,42,U
10004208,xfc_150kW,-93.1,45.2,station_42,42,U
10004301,xfc_150kW,-93.1,45.2,station_43,43,U
10004302,xfc_150kW,-93.1,45.2,station_43,43,U
10004303,xfc_150kW,-93.1,45.2,station_43,43,U
10004304,xfc_150kW,-93.1,45.2,station_43,43,U
10004305,xfc_150kW,-93.1,45.2,station_43,43,U
10004306,xfc_150kW,-93.1,45.2,station_43,43,U
10004307,xfc_150kW,-93.1,45.2,station_43,43,U
10004308,xfc_150kW,-93.1,45.2,station_43,43,U
10004501,xfc_150kW,-93.1,45.2,station_45,45,U
10004502,xfc_150kW,-93.1,45.2,station_45,45,U
10004503,xfc_150kW,-93.1,45.2,station_45,45,U
10004504,xfc_150kW,-93.1,45.2,station_45,45,U
10004505,xfc_150kW,-93.1,45.2,station_45,45,U
10004506,xfc_150kW,-93.1,45.2,station_45,45,U
10004507,xfc_150kW,-93.1,45.2,station_45,45,U
10004508,xfc_150kW,-93.1,45.2,station_45,45,U
10004509,xfc_150kW,-93.1,45.2,station_45,45,U
10004510,xfc_150kW,-93.1,45.2,station_45,45,U
10004511,xfc_150kW,-93.1,45.2,station_45,45,U
10004512,xfc_150kW,-93.1,45.2,station_45,45,U
10004701,xfc_150kW,-93.1,45.2,station_47,47,U
10004702,xfc_150kW,-93.1,45.2,station_47,47,U
10004703,xfc_150kW,-93.1,45.2,station_47,47,U
10004704,xfc_150kW,-93.1,45.2,station_47,47,U
10004705,xfc_150kW,-93.1,45.2,station_47,47,U
10004706,xfc_150kW,-93.1,45.2,station_47,47,U
10004707,xfc_150kW,-93.1,45.2,station_47,47,U
10004708,xfc_150kW,-93.1,45.2,station_47,47,U
10004801,xfc_150kW,-93.1,45.2,station_48,48,U
10004802,xfc_150kW,-93.1,45.2,station_48,48,U
10004803,xfc_150kW,-93.1,45.2,station_48,48,U
10004804,xfc_150kW,-93.1,45.2,station_48,48,U
10004805,xfc_150kW,-93.1,45.2,station_48,48,U
10004806,xfc_150kW,-93.1,45.2,station_48,48,U
10004807,xfc_150kW,-93.1,45.2,station_48,48,U
10004808,xfc_150kW,-93.1,45.2,station_48,48,U
10005001,xfc_150kW,-93.1,45.2,station_50,50,U
10005002,xfc_150kW,-93.1,45.2,station_50,50,U
10005003,xfc_150kW,-93.1,45.2,station_50,50,U
10005004,xfc_150kW,-93.1,45.2,station_50,50,U
10005005,xfc_150kW,-93.1,45.2,station_50,50,U
10005006,xfc_150kW,-93.1,45.2,station_50,50,U
10005007,xfc_150kW,-93.1,45.2,station_50,50,U
10005008,xfc_150kW,-93.1,45.2,station_50,50,U
10005101,xfc_150kW,-93.1,45.2,station_51,51,U
10005102,xfc_150kW,-93.1,45.2,station_51,51,U
10005103,xfc_150kW,-93.1,45.2,station_51,51,U
10005104,xfc_150kW,-93.1,45.2,station_51,51,U
10005105,xfc_150kW,-93.1,45.2,station_51,51,U
10005106,xfc_150kW,-93.1,45.2,station_51,51,U
10005107,xfc_150kW,-93.1,45.2,station_51,51,U
10005108,xfc_150kW,-93.1,45.2,station_51,51,U
10005109,xfc_150kW,-93.1,45.2,station_51,51,U
10005110,xfc_150kW,-93.1,45.2,station_51,51,U
10005111,xfc_150kW,-93.1,45.2,station_51,51,U
10005112,xfc_150kW,-93.1,45.2,station_51,51,U
10005201,xfc_150kW,-93.1,45.2,station_52,52,U
10005202,xfc_150kW,-93.1,45.2,station_52,52,U
10005203,xfc_150kW,-93.1,45.2,station_52,52,U
10005204,xfc_150kW,-93.1,45.2,station_52,52,U
10005205,xfc_150kW,-93.1,45.2,station_52,52,U
10005206,xfc_150kW,-93.1,45.2,station_52,52,U
10005207,xfc_150kW,-93.1,45.2,station_52,52,U
10005208,xfc_150kW,-93.1,45.2,station_52,52,U
10005301,xfc_150kW,-93.1,45.2,station_53,53,U
10005302,xfc_150kW,-93.1,45.2,station_53,53,U
10005303,xfc_150kW,-93.1,45.2,station_53,53,U
10005304,xfc_150kW,-93.1,45.2,station_53,53,U
10005305,xfc_150kW,-93.1,45.2,station_53,53,U
10005306,xfc_150kW,-93.1,45.2,station_53,53,U
10005307,xfc_150kW,-93.1,45.2,station_53,53,U
10005308,xfc_150kW,-93.1,45.2,station_53,53,U
10005601,xfc_150kW,-93.1,45.2,station_56,56,U
10005602,xfc_150kW,-93.1,45.2,station_56,56,U
10005603,xfc_150kW,-93.1,45.2,station_56,56,U
10005604,xfc_150kW,-93.1,45.2,station_56,56,U
10005605,xfc_150kW,-93.1,45.2,station_56,56,U
10005606,xfc_150kW,-93.1,45.2,station_56,56,U
10005607,xfc_150kW,-93.1,45.2,station_56,56,U
10005608,xfc_150kW,-93.1,45.2,station_56,56,U
10005609,xfc_150kW,-93.1,45.2,station_56,56,U
10005610,xfc_150kW,-93.1,45.2,station_56,56,U
10005611,xfc_150kW,-93.1,45.2,station_56,56,U
10005612,xfc_150kW,-93.1,45.2,station_56,56,U
10005613,xfc_150kW,-93.1,45.2,station_56,56,U
10005614,xfc_150kW,-93.1,45.2,station_56,56,U
10005801,xfc_150kW,-93.1,45.2,station_58,58,U
10005802,xfc_150kW,-93.1,45.2,station_58,58,U
10005803,xfc_150kW,-93.1,45.2,station_58,58,U
10005804,xfc_150kW,-93.1,45.2,station_58,58,U
10005805,xfc_150kW,-93.1,45.2,station_58,58,U
10005806,xfc_150kW,-93.1,45.2,station_58,58,U
10005807,xfc_150kW,-93.1,45.2,station_58,58,U
10005808,xfc_150kW,-93.1,45.2,station_58,58,U
10005809,xfc_150kW,-93.1,45.2,station_58,58,U
10005810,xfc_150kW,-93.1,45.2,station_58,58,U
10006001,xfc_150kW,-93.1,45.2,station_60,60,U
10006002,xfc_150kW,-93.1,45.2,station_60,60,U
10006003,xfc_150kW,-93.1,45.2,station_60,60,U
10006004,xfc_150kW,-93.1,45.2,station_60,60,U
10006005,xfc_150kW,-93.1,45.2,station_60,60,U
10006006,xfc_150kW,-93.1,45.2,station_60,60,U
10006007,xfc_150kW,-93.1,45.2,station_60,60,U
10006008,xfc_150kW,-93.1,45.2,station_60,60,U
10006101,xfc_150kW,-93.1,45.2,station_61,61,U
10006102,xfc_150kW,-93.1,45.2,station_61,61,U
10006103,xfc_150kW,-93.1,45.2,station_61,61,U
10006104,xfc_150kW,-93.1,45.2,station_61,61,U
10006105,xfc_150kW,-93.1,45.2,station_61,61,U
10006106,xfc_150kW,-93.1,45.2,station_61,61,U
10006107,xfc_150kW,-93.1,45.2,station_61,61,U
10006108,xfc_150kW,-93.1,45.2,station_61,61,U
10006201,xfc_150kW,-93.1,45.2,station_62,62,U
10006202,xfc_150kW,-93.1,45.2,station_62,62,U
10006203,xfc_150kW,-93.1,45.2,station_62,62,U
10006204,xfc_150kW,-93.1,45.2,station_62,62,U
10006205,xfc_150kW,-93.1,45.2,station_62,62,U
10006206,xfc_150kW,-93.1,45.2,station_62,62,U
10006207,xfc_150kW,-93.1,45.2,station_62,62,U
10006208,xfc_150kW,-93.1,45.2,station_62,62,U
10006401,xfc_150kW,-93.1,45.2,station_64,64,U
10006402,xfc_150kW,-93.1,45.2,station_64,64,U
10006403,xfc_150kW,-93.1,45.2,station_64,64,U
10006404,xfc_150kW,-93.1,45.2,station_64,64,U
10006405,xfc_150kW,-93.1,45.2,station_64,64,U
10006406,xfc_150kW,-93.1,45.2,station_64,64,U
10006407,xfc_150kW,-93.1,45.2,station_64,64,U
10006408,xfc_150kW,-93.1,45.2,station_64,64,U
10006501,xfc_150kW,-93.1,45.2,station_65,65,U
10006502,xfc_150kW,-93.1,45.2,station_65,65,U
10006503,xfc_150kW,-93.1,45.2,station_65,65,U
10006504,xfc_150kW,-93.1,45.2,station_65,65,U
10006505,xfc_150kW,-93.1,45.2,station_65,65,U
10006506,xfc_150kW,-93.1,45.2,station_65,65,U
10006507,xfc_150kW,-93.1,45.2,station_65,65,U
10006508,xfc_150kW,-93.1,45.2,station_65,65,U
10006701,xfc_150kW,-93.1,45.2,station_67,67,U
10006702,xfc_150kW,-93.1,45.2,station_67,67,U
10006703,xfc_150kW,-93.1,45.2,station_67,67,U
10006704,xfc_150kW,-93.1,45.2,station_67,67,U
10006705,xfc_150kW,-93.1,45.2,station_67,67,U
10006706,xfc_150kW,-93.1,45.2,station_67,67,U
10006707,xfc_150kW,-93.1,45.2,station_67,67,U
10006708,xfc_150kW,-93.1,45.2,station_67,67,U
10006801,xfc_150kW,-93.1,45.2,station_68,68,U
10006802,xfc_150kW,-93.1,45.2,station_68,68,U
10006803,xfc_150kW,-93.1,45.2,station_68,68,U
10006804,xfc_150kW,-93.1,45.2,station_68,68,U
10006805,xfc_150kW,-93.1,45.2,station_68,68,U
10006806,xfc_150kW,-93.1,45.2,station_68,68,U
10006807,xfc_150kW,-93.1,45.2,station_68,68,U
10006808,xfc_150kW,-93.1,45.2,station_68,68,U
10007001,xfc_150kW,-93.1,45.2,station_70,70,U
10007002,xfc_150kW,-93.1,45.2,station_70,70,U
10007003,xfc_150kW,-93.1,45.2,station_70,70,U
10007004,xfc_150kW,-93.1,45.2,station_70,70,U
10007005,xfc_150kW,-93.1,45.2,station_70,70,U
10007006,xfc_150kW,-93.1,45.2,station_70,70,U
10007007,xfc_150kW,-93.1,45.2,station_70,70,U
10007008,xfc_150kW,-93.1,45.2,station_70,70,U
10007101,xfc_150kW,-93.1,45.2,station_71,71,U
10007102,xfc_150kW,-93.1,45.2,station_71,71,U
10007103,xfc_150kW,-93.1,45.2,station_71,71,U
10007104,xfc_150kW,-93.1,45.2,station_71,71,U
10007105,xfc_150kW,-93.1,45.2,station_71,71,U
10007106,xfc_150kW,-93.1,45.2,station_71,71,U
10007107,xfc_150kW,-93.1,45.2,station_71,71,U
10007108,xfc_150kW,-93.1,45.2,station_71,71,U
10007501,xfc_150kW,-93.1,45.2,station_75,75,U
10007502,xfc_150kW,-93.1,45.2,station_75,75,U
10007503,xfc_150kW,-93.1,45.2,station_75,75,U
10007504,xfc_150kW,-93.1,45.2,station_75,75,U
10007505,xfc_150kW,-93.1,45.2,station_75,75,U
10007506,xfc_150kW,-93.1,45.2,station_75,75,U
10007507,xfc_150kW,-93.1,45.2,station_75,75,U
10007508,xfc_150kW,-93.1,45.2,station_75,75,U
10007701,xfc_150kW,-93.1,45.2,station_77,77,U
10007702,xfc_150kW,-93.1,45.2,station_77,77,U
10007703,xfc_150kW,-93.1,45.2,station_77,77,U
10007704,xfc_150kW,-93.1,45.2,station_77,77,U
10007705,xfc_150kW,-93.1,45.2,station_77,77,U
10007706,xfc_150kW,-93.1,45.2,station_77,77,U
10007707,xfc_150kW,-93.1,45.2,station_77,77,U
10007708,xfc_150kW,-93.1,45.2,station_77,77,U
10008001,xfc_150kW,-93.1,45.2,station_80,80,U
10008002,xfc_150kW,-93.1,45.2,station_80,80,U
10008003,xfc_150kW,-93.1,45.2,station_80,80,U
10008004,xfc_150kW,-93.1,45.2,station_80,80,U
10008005,xfc_150kW,-93.1,45.2,station_80,80,U
10008006,xfc_150kW,-93.1,45.2,station_80,80,U
10008007,xfc_150kW,-93.1,45.2,station_80,80,U
10008008,xfc_150kW,-93.1,45.2,station_80,80,U
10008201,xfc_150kW,-93.1,45.2,station_82,82,U
10008202,xfc_150kW,-93.1,45.2,station_82,82,U
10008203,xfc_150kW,-93.1,45.2,station_82,82,U
10008204,xfc_150kW,-93.1,45.2,station_82,82,U
10008205,xfc_150kW,-93.1,45.2,station_82,82,U
10008206,xfc_150kW,-93.1,45.2,station_82,82,U
10008207,xfc_150kW,-93.1,45.2,station_82,82,U
10008208,xfc_150kW,-93.1,45.2,station_82,82,U
10008301,xfc_150kW,-93.1,45.2,station_83,83,U
10008302,xfc_150kW,-93.1,45.2,station_83,83,U
10008303,xfc_150kW,-93.1,45.2,station_83,83,U
10008304,xfc_150kW,-93.1,45.2,station_83,83,U
10008305,xfc_150kW,-93.1,45.2,station_83,83,U
10008306,xfc_150kW,-93.1,45.2,station_83,83,U
10008307,xfc_150kW,-93.1,45.2,station_83,83,U
10008308,xfc_150kW,-93.1,45.2,station_83,83,U
10008601,xfc_150kW,-93.1,45.2,station_86,86,U
10008602,xfc_150kW,-93.1,45.2,station_86,86,U
10008603,xfc_150kW,-93.1,45.2,station_86,86,U
10008604,xfc_150kW,-93.1,45.2,station_86,86,U
10008605,xfc_150kW,-93.1,45.2,station_86,86,U
10008606,xfc_150kW,-93.1,45.2,station_86,86,U
10008607,xfc_150kW,-93.1,45.2,station_86,86,U
10008608,xfc_150kW,-93.1,45.2,station_86,86,U
10008901,xfc_150kW,-93.1,45.2,station_89,89,U
10008902,xfc_150kW,-93.1,45.2,station_89,89,U
10008903,xfc_150kW,-93.1,45.2,station_89,89,U
10008904,xfc_150kW,-93.1,45.2,station_89,89,U
10008905,xfc_150kW,-93.1,45.2,station_89,89,U
10008906,xfc_150kW,-93.1,45.2,station_89,89,U
10008907,xfc_150kW,-93.1,45.2,station_89,89,U
10008908,xfc_150kW,-93.1,45.2,station_89,89,U
10009301,xfc_150kW,-93.1,45.2,station_93,93,U
10009302,xfc_150kW,-93.1,45.2,station_93,93,U
10009303,xfc_150kW,-93.1,45.2,station_93,93,U
10009304,xfc_150kW,-93.1,45.2,station_93,93,U
10009305,xfc_150kW,-93.1,45.2,station_93,93,U
10009306,xfc_150kW,-93.1,45.2,station_93,93,U
10009307,xfc_150kW,-93.1,45.2,station_93,93,U
10009308,xfc_150kW,-93.1,45.2,station_93,93,U
10009401,xfc_150kW,-93.1,45.2,station_94,94,U
10009402,xfc_150kW,-93.1,45.2,station_94,94,U
10009403,xfc_150kW,-93.1,45.2,station_94,94,U
10009404,xfc_150kW,-93.1,45.2,station_94,94,U
10009405,xfc_150kW,-93.1,45.2,station_94,94,U
10009406,xfc_150kW,-93.1,45.2,station_94,94,U
10009407,xfc_150kW,-93.1,45.2,station_94,94,U
10009408,xfc_150kW,-93.1,45.2,station_94,94,U
10009601,xfc_150kW,-93.1,45.2,station_96,96,U
10009602,xfc_150kW,-93.1,45.2,station_96,96,U
10009603,xfc_150kW,-93.1,45.2,station_96,96,U
10009604,xfc_150kW,-93.1,45.2,station_96,96,U
10009605,xfc_150kW,-93.1,45.2,station_96,96,U
10009606,xfc_150kW,-93.1,45.2,station_96,96,U
10009607,xfc_150kW,-93.1,45.2,station_96,96,U
10009608,xfc_150kW,-93.1,45.2,station_96,96,U
10009701,xfc_150kW,-93.1,45.2,station_97,97,U
10009702,xfc_150kW,-93.1,45.2,station_97,97,U
10009703,xfc_150kW,-93.1,45.2,station_97,97,U
10009704,xfc_150kW,-93.1,45.2,station_97,97,U
10009705,xfc_150kW,-93.1,45.2,station_97,97,U
10009706,xfc_150kW,-93.1,45.2,station_97,97,U
10009707,xfc_150kW,-93.1,45.2,station_97,97,U
10009708,xfc_150kW,-93.1,45.2,station_97,97,U
10009801,xfc_150kW,-93.1,45.2,station_98,98,U
10009802,xfc_150kW,-93.1,45.2,station_98,98,U
10009803,xfc_150kW,-93.1,45.2,station_98,98,U
10009804,xfc_150kW,-93.1,45.2,station_98,98,U
10009805,xfc_150kW,-93.1,45.2,station_98,98,U
10009806,xfc_150kW,-93.1,45.2,station_98,98,U
10009807,xfc_150kW,-93.1,45.2,station_98,98,U
10009808,xfc_150kW,-93.1,45.2,station_98,98,U
10010201,xfc_150kW,-93.1,45.2,station_102,102,U
10010202,xfc_150kW,-93.1,45.2,station_102,102,U
10010203,xfc_150kW,-93.1,45.2,station_102,102,U
10010204,xfc_150kW,-93.1,45.2,station_102,102,U
10010205,xfc_150kW,-93.1,45.2,station_102,102,U
10010206,xfc_150kW,-93.1,45.2,station_102,102,U
10010207,xfc_150kW,-93.1,45.2,station_102,102,U
10010208,xfc_150kW,-93.1,45.2,station_102,102,U
10010301,xfc_150kW,-93.1,45.2,station_103,103,U
10010302,xfc_150kW,-93.1,45.2,station_103,103,U
10010303,xfc_150kW,-93.1,45.2,station_103,103,U
10010304,xfc_150kW,-93.1,45.2,station_103,103,U
10010305,xfc_150kW,-93.1,45.2,station_103,103,U
10010306,xfc_150kW,-93.1,45.2,station_103,103,U
10010307,xfc_150kW,-93.1,45.2,station_103,103,U
10010308,xfc_150kW,-93.1,45.2,station_103,103,U
10010401,xfc_150kW,-93.1,45.2,station_104,104,U
10010402,xfc_150kW,-93.1,45.2,station_104,104,U
10010403,xfc_150kW,-93.1,45.2,station_104,104,U
10010404,xfc_150kW,-93.1,45.2,station_104,104,U
10010405,xfc_150kW,-93.1,45.2,station_104,104,U
10010406,xfc_150kW,-93.1,45.2,station_104,104,U
10010407,xfc_150kW,-93.1,45.2,station_104,104,U
10010408,xfc_150kW,-93.1,45.2,station_104,104,U
10010409,xfc_150kW,-93.1,45.2,station_104,104,U
10010410,xfc_150kW,-93.1,45.2,station_104,104,U
10010411,xfc_150kW,-93.1,45.2,station_104,104,U
10010412,xfc_150kW,-93.1,45.2,station_104,104,U
10010601,xfc_150kW,-93.1,45.2,station_106,106,U
10010602,xfc_150kW,-93.1,45.2,station_106,106,U
10010603,xfc_150kW,-93.1,45.2,station_106,106,U
10010604,xfc_150kW,-93.1,45.2,station_106,106,U
