time_hrs,fossil_fuel,nuclear,solar
7.08333333,958.8665786,622,74.84042141
7.16666667,954.8162315,622,90.34876854
7.25,948.5408749,622,108.0831251
7.33333333,940.456987,622,127.625013
7.41666667,930.6660742,622,148.8739258
7.5,907.3379376,622,172.2020624
7.58333333,895.0202947,622,197.2237053
7.66666667,879.7353115,622,225.2116885
7.75,866.8056251,622,250.8453749
7.83333333,852.5776493,622,277.7773507
7.91666667,837.8027192,622,305.2552808
8,820.4209869,622,335.3410131
8.08333333,803.2312147,622,365.2337853
8.16666667,785.462176,622,395.706824
8.25,756.7830437,622,437.0899563
8.33333333,727.2715058,622,479.3044942
8.41666667,697.5144265,622,521.7655735
8.5,654.597957,622,564.682043
8.58333333,626.3054518,622,606.6745482
8.66666667,593.604746,622,653.075254
8.75,560.8580652,622,699.5219348
8.83333333,527.8902981,622,746.1897019
8.91666667,496.5674931,622,791.2125069
9,464.6879161,622,836.7920839
9.08333333,433.3167696,622,881.8632304
9.16666667,412.820086,622,916.059914
9.25,393.2567645,622,949.3232355
9.33333333,374.4581171,622,981.8218829
9.41666667,356.36228,622,1013.61772
9.5,325.653619,622,1044.326381
9.58333333,309.041782,622,1074.140218
9.66666667,293.130389,622,1103.253611
9.75,277.715271,622,1131.869729
9.83333333,262.901872,622,1159.885128
9.91666667,248.414693,622,1187.574307
10,234.638776,622,1214.552224
10.08333333,221.485889,622,1240.907111
10.16666667,209.179485,622,1266.415515
10.25,197.374088,622,1291.421912
10.33333333,186.442542,622,1315.555458
10.41666667,176.092784,622,1339.107216
10.5,153.209693,622,1361.990307
10.58333333,142.174248,622,1384.110752
10.66666667,131.713844,622,1405.655156
10.75,122.024522,622,1426.429478
10.83333333,113.148907,622,1446.389093
10.91666667,105.083588,622,1465.539412
11,97.81203,622,1483.89497
11.08333333,91.04348,622,1501.74852
11.16666667,85.356373,622,1518.519627
11.25,80.264561,622,1534.696439
11.33333333,75.876926,622,1550.168074
11.41666667,72.450022,622,1564.679978
11.5,58.509088,622,1578.620912
11.58333333,56.781909,622,1591.433091
11.66666667,55.890749,622,1603.408251
11.75,55.862959,622,1614.521041
11.83333333,56.42069,622,1625.04731
11.91666667,57.821509,622,1634.731491
12,60.288896,622,1643.348104
12.08333333,63.367806,622,1651.354194
12.16666667,67.376374,622,1658.429626
12.25,72.093485,622,1664.797515
12.33333333,77.502602,622,1670.472398
12.41666667,83.729792,622,1675.330208
12.5,79.427064,622,1679.632936
12.58333333,85.765389,622,1683.382611
12.66666667,92.632766,622,1686.603234
12.75,100.719821,622,1688.605179
12.83333333,109.467106,622,1689.945894
12.91666667,118.375642,622,1691.125358
13,127.913293,622,1691.675707
13.08333333,137.826182,622,1691.850818
13.16666667,148.607865,622,1691.157135
13.25,160.597056,622,1689.256944
13.33333333,173.073395,622,1686.868605
13.41666667,186.15789,622,1683.87211
13.5,189.872069,622,1680.157931
13.58333333,200.669728,622,1675.836272
13.66666667,211.399763,622,1671.583237
13.75,222.605451,622,1666.853549
13.83333333,234.42031,622,1661.51469
13.91666667,246.964332,622,1655.447668
14,259.999221,622,1648.888779
14.08333333,273.405953,622,1641.959047
14.16666667,286.510142,622,1635.330858
14.25,300.36616,622,1627.95084
14.33333333,314.860067,622,1619.933933
14.41666667,329.884731,622,1611.385269
14.5,338.967517,622,1602.302483
14.58333333,349.815776,622,1592.326224
14.66666667,361.315798,622,1581.698202
14.75,416.613539,622,1527.271461
14.83333333,429.432304,622,1515.324696
14.91666667,443.161105,622,1502.467895
15,496.733075,622,1449.767925
15.08333333,544.035529,622,1403.337471
15.16666667,585.09416,622,1363.15084
15.25,623.875009,622,1325.240991
15.33333333,641.368021,622,1308.619979
15.41666667,659.475274,622,1291.384726
15.5,712.942622,622,1237.917378
15.58333333,753.873906,622,1192.502094
15.66666667,725.506167,622,1216.386833
15.75,740.926342,622,1196.482658
15.83333333,757.305233,622,1175.619767
15.91666667,735.214784,622,1193.227216
16,721.030039,622,1202.927961
16.08333333,714.464637,622,1205.010363
16.16666667,711.535001,622,1203.455999
16.25,731.341403,622,1179.165597
16.33333333,752.027403,622,1153.996597
16.41666667,737.769638,622,1163.770362
16.5,737.450855,622,1164.089145
16.58333333,754.755497,622,1136.820503
16.66666667,772.621629,622,1108.991371
16.75,790.902228,622,1080.746772
16.83333333,809.934317,622,1051.750683
16.91666667,829.738164,622,1021.983836
17,850.4973618,622,991.2606382
17.08333333,885.9783799,622,945.8166201
17.16666667,925.2618232,622,896.5691768
17.25,969.7036048,622,842.1633952
17.33333333,998.3492076,622,803.5547924
17.41666667,1025.213289,622,766.7267106
17.5,1063.633597,622,728.3064029
17.58333333,1090.709376,622,689.3986239
17.66666667,1117.769605,622,650.5063954
17.75,1144.940362,622,611.5046379
17.83333333,1172.65506,622,571.9579403
17.91666667,1202.339926,622,530.4410745
18,1219.348206,622,501.6007941
18.08333333,1230.765475,622,478.3515251
18.16666667,1237.791818,622,459.4931821
18.25,1260.854464,622,424.5995363
18.33333333,1285.893039,622,387.7289613
18.41666667,1309.46014,622,352.3298598
18.5,1344.248922,622,317.5410778
18.58333333,1372.517615,622,283.1693846
18.66666667,1400.023345,622,249.5616555
18.75,1425.03406,622,218.4479403
18.83333333,1446.335125,622,191.0438746
18.91666667,1464.584053,622,166.6919469
19,1483.297417,622,141.8765835
19.08333333,1499.430594,622,119.6404061
19.16666667,1513.507369,622,99.4606307
19.25,1525.750698,622,81.11430162
19.33333333,1535.587582,622,65.17541799
19.41666667,1543.350642,622,51.30935816
19.5,1555.043705,622,39.61629511
19.58333333,1554.132418,622,30.19058191
19.66666667,1552.005713,622,21.97928742
19.75,1548.271758,622,15.37624241
19.83333333,1543.121195,622,10.18980512
19.91666667,1536.727614,622,6.246385741
20,1529.599613,622,3.03638749
20.08333333,1521.662533,622,0.636467087
20.16666667,1512.698302,622,-0.736302014
20.25,1503.279499,622,-1.654499094
20.33333333,1493.247507,622,-1.960506642
20.41666667,1482.910507,622,-1.960506642
20.5,1482.910507,622,-1.960506642
20.58333333,1464.726507,622,-1.960506642
20.66666667,1446.543507,622,-1.960506642
20.75,1428.359507,622,-1.960506642
20.83333333,1410.175507,622,-1.960506642
20.91666667,1391.992507,622,-1.960506642
21,1373.808507,622,-1.960506642
21.08333333,1355.625507,622,-1.960506642
21.16666667,1337.441507,622,-1.960506642
21.25,1319.257507,622,-1.960506642
21.33333333,1301.074507,622,-1.960506642
21.41666667,1282.890507,622,-1.960506642
21.5,1282.890507,622,-1.960506642
21.58333333,1266.699507,622,-1.960506642
21.66666667,1250.508507,622,-1.960506642
21.75,1234.317507,622,-1.960506642
21.83333333,1218.126507,622,-1.960506642
21.91666667,1201.935507,622,-1.960506642
22,1185.745507,622,-1.960506642
22.08333333,1169.554507,622,-1.960506642
22.16666667,1153.363507,622,-1.960506642
22.25,1137.172507,622,-1.960506642
22.33333333,1120.981507,622,-1.960506642
22.41666667,1104.790507,622,-1.960506642
22.5,1104.790507,622,-1.960506642
22.58333333,1092.460507,622,-1.960506642
22.66666667,1080.130507,622,-1.960506642
22.75,1067.800507,622,-1.960506642
22.83333333,1055.470507,622,-1.960506642
22.91666667,1043.140507,622,-1.960506642
23,1030.810507,622,-1.960506642
23.08333333,1018.480507,622,-1.960506642
23.16666667,1006.150507,622,-1.960506642
23.25,993.8205066,622,-1.960506642
23.33333333,981.4905066,622,-1.960506642
23.41666667,969.1605066,622,-1.960506642
23.5,969.1605066,622,-1.960506642
23.58333333,959.5705066,622,-1.960506642
23.66666667,949.9805066,622,-1.960506642
23.75,940.3905066,622,-1.960506642
23.83333333,930.8005066,622,-1.960506642
23.91666667,921.2105066,622,-1.960506642
24,911.6205066,622,-1.960506642
24.08333333,902.0305066,622,-1.960506642
24.16666667,892.4405066,622,-1.960506642
24.25,882.8505066,622,-1.960506642
24.33333333,873.2605066,622,-1.960506642
24.41666667,863.6705066,622,-1.960506642
24.5,863.6705066,622,-1.960506642
24.58333333,858.6885066,622,-1.960506642
24.66666667,853.7065066,622,-1.960506642
24.75,848.7255066,622,-1.960506642
24.83333333,843.7435066,622,-1.960506642
24.91666667,838.7615066,622,-1.960506642
25,833.7795066,622,-1.960506642
25.08333333,828.7975066,622,-1.960506642
25.16666667,823.8155066,622,-1.960506642
25.25,818.8345066,622,-1.960506642
25.33333333,813.8525066,622,-1.960506642
25.41666667,808.8705066,622,-1.960506642
25.5,808.8705066,622,-1.960506642
25.58333333,804.1375066,622,-1.960506642
25.66666667,799.4055066,622,-1.960506642
25.75,794.6725066,622,-1.960506642
25.83333333,789.9395066,622,-1.960506642
25.91666667,785.2065066,622,-1.960506642
26,780.4745066,622,-1.960506642
26.08333333,775.7415066,622,-1.960506642
26.16666667,771.0085066,622,-1.960506642
26.25,766.2755066,622,-1.960506642
26.33333333,761.5435066,622,-1.960506642
26.41666667,756.8105066,622,-1.960506642
26.5,756.8105066,622,-1.960506642
26.58333333,755.8145066,622,-1.960506642
26.66666667,754.8175066,622,-1.960506642
26.75,753.8215066,622,-1.960506642
26.83333333,752.8255066,622,-1.960506642
26.91666667,751.8285066,622,-1.960506642
27,750.8325066,622,-1.960506642
27.08333333,749.8355066,622,-1.960506642
27.16666667,748.8395066,622,-1.960506642
27.25,747.8435066,622,-1.960506642
27.33333333,746.8465066,622,-1.960506642
27.41666667,745.8505066,622,-1.960506642
27.5,745.8505066,622,-1.960506642
27.58333333,748.7155066,622,-1.960506642
27.66666667,751.5795066,622,-1.960506642
27.75,754.4445066,622,-1.960506642
27.83333333,757.3085066,622,-1.960506642
27.91666667,760.1735066,622,-1.960506642
28,763.0375066,622,-1.960506642
28.0833333,765.9025066,622,-1.960506642
28.1666667,768.7665066,622,-1.960506642
28.25,771.6315066,622,-1.960506642
28.3333333,774.4955066,622,-1.960506642
28.4166667,777.3605066,622,-1.960506642
28.5,777.3605066,622,-1.960506642
28.5833333,781.5955066,622,-1.960506642
28.6666667,785.8295066,622,-1.960506642
28.75,790.0645066,622,-1.960506642
28.8333333,794.2985066,622,-1.960506642
28.9166667,798.5335066,622,-1.960506642
29,802.7675066,622,-1.960506642
29.0833333,807.0025066,622,-1.960506642
29.1666667,811.2365066,622,-1.960506642
29.25,815.4715066,622,-1.960506642
29.3333333,819.7055066,622,-1.960506642
29.4166667,823.9405066,622,-1.960506642
29.5,823.9405066,622,-1.960506642
29.5833333,831.0395066,622,-1.960506642
29.6666667,838.1385066,622,-1.960506642
29.75,845.2375066,622,-1.960506642
29.8333333,852.3365066,622,-1.960506642
29.9166667,859.4355066,622,-1.960506642
30,866.5355066,622,-1.960506642
30.0833333,873.1252696,622,-1.451269553
30.1666667,879.1668153,622,-0.393815253
30.25,885.0980478,622,0.773952238
30.3333333,890.4660042,622,2.504995813
30.4166667,895.0750334,622,4.994966558
30.5,892.1327049,622,7.937295083
30.5833333,900.1932865,622,11.70871351
30.6666667,907.2414694,622,16.49253064
30.75,912.8922262,622,22.67277377
30.8333333,916.786754,622,30.61024599
30.9166667,918.582451,622,40.64654905
31,918.4705485,622,52.59045155
31.0833333,916.3730606,622,66.51993944
31.1666667,911.4691378,622,83.25586225
31.25,904.0528725,622,102.5031275
31.3333333,894.2207708,622,124.1672292
31.4166667,881.5673632,622,148.6526368
31.5,854.4480727,622,175.7719273
31.5833333,838.7194369,622,205.4495631
31.6666667,820.7433626,622,237.3746374
31.75,800.7883646,622,271.2786354
31.8333333,779.2065242,622,306.8094758
31.9166667,756.4825069,622,343.4824931
32,732.5155589,622,381.3994411
32.0833333,707.8830341,622,419.9809659
32.1666667,682.6264988,622,459.1865012
32.25,656.9958411,622,498.7661589
32.3333333,631.0774672,622,538.6335328
32.4166667,605.0437837,622,578.6162163
32.5,565.1384128,622,618.5215872
32.5833333,542.8127791,622,658.1592209
32.6666667,521.0104503,622,697.2735497
32.75,499.741582,622,735.853418
32.8333333,479.0957297,622,773.8112703
32.9166667,459.6834298,622,810.5355702
33,441.0412128,622,846.4897872
33.0833333,423.3982782,622,881.4447218
33.1666667,406.7607107,622,915.3942893
33.25,390.9868808,622,948.4791192
33.3333333,376.3583575,622,980.4196425
33.4166667,362.657449,622,1011.432551
33.5,332.750648,622,1041.339352
33.5833333,318.000901,622,1070.287099
33.6666667,304.116229,622,1098.369771
33.75,291.032727,622,1125.652273
33.8333333,278.255176,622,1152.627824
33.9166667,266.169957,622,1178.911043
34,254.907556,622,1204.371444
34.0833333,244.36622,622,1229.11078
34.1666667,234.666973,622,1253.008027
34.25,225.687086,622,1276.186914
34.3333333,217.473916,622,1298.598084
34.4166667,209.899327,622,1320.370673
34.5,189.033731,622,1341.236269
34.5833333,182.603961,622,1360.992039
34.6666667,176.455436,622,1380.467564
34.75,171.138534,622,1399.110466
34.8333333,166.718484,622,1416.856516
34.9166667,162.883927,622,1434.018073
35,159.759293,622,1450.468707
35.0833333,157.310073,622,1466.244927
35.1666667,156.365876,622,1480.515124
35.25,156.167422,622,1494.039578
35.3333333,199.544219,622,1463.989781
35.4166667,243.404107,622,1433.455893
35.5,231.805199,622,1445.054801
35.5833333,226.676927,622,1455.414073
35.6666667,222.022605,622,1465.299395
35.75,218.069741,622,1474.483259
35.8333333,214.794334,622,1482.989666
35.9166667,211.422582,622,1491.592418
36,208.72323,622,1499.52177
36.0833333,205.74328,622,1507.73272
36.1666667,203.882959,622,1514.824041
36.25,159.90573,622,1564.03227
36.3333333,116.432198,622,1612.736802
36.4166667,116.250645,622,1618.149355
36.5,111.179862,622,1623.220138
36.5833333,122.884119,622,1627.332881
36.6666667,134.881791,622,1631.153209
36.75,147.454166,622,1634.397834
36.8333333,161.237444,622,1636.431556
36.9166667,175.570057,622,1637.915943
37,190.330968,622,1638.973032
37.0833333,206.056018,622,1639.064982
37.1666667,222.376715,622,1638.561285
37.25,239.223084,622,1637.531916
37.3333333,297.628899,622,1594.944101
37.4166667,356.685817,622,1551.704183
37.5,409.862103,622,1498.527897
37.5833333,451.939249,622,1463.175751
37.6666667,491.857918,622,1429.983082
37.75,533.045648,622,1395.520352
37.8333333,545.302858,622,1389.989142
37.9166667,558.124968,622,1383.892032
38,612.898664,622,1335.844336
38.0833333,661.88492,622,1293.58308
38.1666667,675.893917,622,1286.300083
38.25,649.322466,622,1319.596534
38.3333333,623.34124,622,1352.30376
38.4166667,588.392857,622,1393.977143
38.5,565.831253,622,1416.538747
38.5833333,548.807062,622,1435.679938
38.6666667,532.336248,622,1454.268752
38.75,545.920993,622,1442.801007
38.8333333,560.900202,622,1429.938798
38.9166667,534.258088,622,1458.697912
39,514.509182,622,1480.564818
39.0833333,531.66511,622,1465.52589
39.1666667,549.302086,622,1450.005914
39.25,567.625308,622,1433.799692
39.3333333,586.629015,622,1416.913985
39.4166667,606.411947,622,1399.248053
39.5,625.214072,622,1380.445928
39.5833333,639.665921,622,1361.759079
39.6666667,654.908122,622,1342.282878
39.75,670.263246,622,1322.692754
39.8333333,686.703842,622,1302.018158
39.9166667,703.695139,622,1280.791861
40,720.802374,622,1259.450626
40.0833333,739.021477,622,1236.996523
40.1666667,777.747487,622,1194.036513
40.25,797.18324,622,1170.36576
40.3333333,817.215978,622,1146.099022
40.4166667,837.56312,622,1121.51688
40.5,863.000871,622,1096.079129
40.5833333,881.347766,622,1070.010234
40.6666667,900.30214,622,1043.33386
40.75,919.530323,622,1016.384677
40.8333333,939.479585,622,988.713415
40.9166667,960.3632234,622,960.1077766
41,981.9489962,622,930.8000038
41.0833333,984.5325173,622,920.4944827
41.1666667,1008.045864,622,889.2591363
41.25,1032.360718,622,857.2232823
41.3333333,1057.450064,622,824.4119365
41.4166667,1083.408203,622,790.7317967
41.5,1117.913529,622,756.2264714
41.5833333,1141.717802,622,721.4621982
41.6666667,1166.262409,622,685.9575906
41.75,1191.399622,622,649.8603776
41.8333333,1216.877592,622,613.422408
41.9166667,1242.489768,622,576.8502316
42,1268.379824,622,540.0001764
42.0833333,1294.184318,622,503.2356821
42.1666667,1319.92296,622,466.5370404
42.25,1345.367564,622,430.1324365
42.3333333,1370.397715,622,394.1422846
42.4166667,1396.681263,622,356.8987366
42.5,1432.872725,622,320.7072746
42.5833333,1462.98644,622,286.1095597
42.6666667,1491.321818,622,253.2911825
42.75,1517.75455,622,222.3744503
42.8333333,1542.164614,622,193.4803857
42.9166667,1564.446559,622,166.7154415
43,1584.7047,622,141.9733002
43.0833333,1602.787221,622,119.4077789
43.1666667,1618.717084,622,98.99391584
43.25,1632.546118,622,80.68088152
43.3333333,1642.301211,622,66.44278917
43.4166667,1651.166696,622,53.09330419
43.5,1662.65064,622,41.60936023
43.5833333,1659.941215,622,31.73978451
43.6666667,1655.649132,622,23.45286774
43.75,1650.027591,622,16.49540882
43.8333333,1643.101236,622,10.84276375
43.9166667,1634.965601,622,6.399398979
44,1625.835265,622,2.949735247
44.0833333,1615.702478,622,0.503521978
44.1666667,1604.651376,622,-1.024375893
44.25,1593.008507,622,-1.960506642
44.3333333,1580.429507,622,-1.960506642
44.4166667,1567.850507,622,-1.960506642
44.5,1567.850507,622,-1.960506642
44.5833333,1550.787507,622,-1.960506642
44.6666667,1533.725507,622,-1.960506642
44.75,1516.662507,622,-1.960506642
44.8333333,1499.599507,622,-1.960506642
44.9166667,1482.536507,622,-1.960506642
45,1465.474507,622,-1.960506642
45.0833333,1448.411507,622,-1.960506642
45.1666667,1431.348507,622,-1.960506642
45.25,1414.285507,622,-1.960506642
45.3333333,1397.223507,622,-1.960506642
45.4166667,1380.160507,622,-1.960506642
45.5,1380.160507,622,-1.960506642
45.5833333,1361.976507,622,-1.960506642
45.6666667,1343.793507,622,-1.960506642
45.75,1325.609507,622,-1.960506642
45.8333333,1307.425507,622,-1.960506642
45.9166667,1289.242507,622,-1.960506642
46,1271.058507,622,-1.960506642
46.0833333,1252.875507,622,-1.960506642
46.1666667,1234.691507,622,-1.960506642
46.25,1216.507507,622,-1.960506642
46.3333333,1198.324507,622,-1.960506642
46.4166667,1180.140507,622,-1.960506642
46.5,1180.140507,622,-1.960506642
46.5833333,1168.184507,622,-1.960506642
46.6666667,1156.227507,622,-1.960506642
46.75,1144.271507,622,-1.960506642
46.8333333,1132.315507,622,-1.960506642
46.9166667,1120.358507,622,-1.960506642
47,1108.402507,622,-1.960506642
47.0833333,1096.445507,622,-1.960506642
47.1666667,1084.489507,622,-1.960506642
47.25,1072.533507,622,-1.960506642
47.3333333,1060.576507,622,-1.960506642
47.4166667,1048.620507,622,-1.960506642
47.5,1048.620507,622,-1.960506642
47.5833333,1041.147507,622,-1.960506642
47.6666667,1033.675507,622,-1.960506642
47.75,1026.202507,622,-1.960506642
47.8333333,1018.729507,622,-1.960506642
47.9166667,1011.256507,622,-1.960506642
48,1003.784507,622,-1.960506642
48.0833333,996.3115066,622,-1.960506642
48.1666667,988.8385066,622,-1.960506642
48.25,981.3655066,622,-1.960506642
48.3333333,973.8935066,622,-1.960506642
48.4166667,966.4205066,622,-1.960506642
48.5,966.4205066,622,-1.960506642
48.5833333,959.0725066,622,-1.960506642
48.6666667,951.7245066,622,-1.960506642
48.75,944.3755066,622,-1.960506642
48.8333333,937.0275066,622,-1.960506642
48.9166667,929.6795066,622,-1.960506642
49,922.3315066,622,-1.960506642
49.0833333,914.9835066,622,-1.960506642
49.1666667,907.6355066,622,-1.960506642
49.25,900.2865066,622,-1.960506642
49.3333333,892.9385066,622,-1.960506642
49.4166667,885.5905066,622,-1.960506642
49.5,885.5905066,622,-1.960506642
49.5833333,880.4845066,622,-1.960506642
49.6666667,875.3775066,622,-1.960506642
49.75,870.2715066,622,-1.960506642
49.8333333,865.1655066,622,-1.960506642
49.9166667,860.0585066,622,-1.960506642
50,854.9525066,622,-1.960506642
50.0833333,849.8455066,622,-1.960506642
50.1666667,844.7395066,622,-1.960506642
50.25,839.6335066,622,-1.960506642
50.3333333,834.5265066,622,-1.960506642
50.4166667,829.4205066,622,-1.960506642
50.5,829.4205066,622,-1.960506642
50.5833333,827.8015066,622,-1.960506642
50.6666667,826.1825066,622,-1.960506642
50.75,824.5635066,622,-1.960506642
50.8333333,822.9445066,622,-1.960506642
50.9166667,821.3255066,622,-1.960506642
51,819.7055066,622,-1.960506642
51.0833333,818.0865066,622,-1.960506642
51.1666667,816.4675066,622,-1.960506642
51.25,814.8485066,622,-1.960506642
51.3333333,813.2295066,622,-1.960506642
51.4166667,811.6105066,622,-1.960506642
51.5,811.6105066,622,-1.960506642
51.5833333,810.4895066,622,-1.960506642
51.6666667,809.3685066,622,-1.960506642
51.75,808.2475066,622,-1.960506642
51.8333333,807.1265066,622,-1.960506642
51.9166667,806.0055066,622,-1.960506642
52,804.8855066,622,-1.960506642
52.0833333,803.7645066,622,-1.960506642
52.1666667,802.6435066,622,-1.960506642
52.25,801.5225066,622,-1.960506642
52.3333333,800.4015066,622,-1.960506642
52.4166667,799.2805066,622,-1.960506642
52.5,799.2805066,622,-1.960506642
52.5833333,797.7855066,622,-1.960506642
52.6666667,796.2915066,622,-1.960506642
52.75,794.7965066,622,-1.960506642
52.8333333,793.3025066,622,-1.960506642
52.9166667,791.8075066,622,-1.960506642
53,790.3135066,622,-1.960506642
53.0833333,788.8185066,622,-1.960506642
53.1666667,787.3245066,622,-1.960506642
53.25,785.8295066,622,-1.960506642
53.3333333,784.3355066,622,-1.960506642
53.4166667,782.8405066,622,-1.960506642
53.5,782.8405066,622,-1.960506642
53.5833333,786.8255066,622,-1.960506642
53.6666667,790.8115066,622,-1.960506642
53.75,794.7965066,622,-1.960506642
53.8333333,798.7825066,622,-1.960506642
53.9166667,802.7675066,622,-1.960506642
54,806.7535066,622,-1.960506642
54.0833333,810.7385066,622,-1.960506642
54.1666667,814.2918773,622,-1.527877251
54.25,817.0756358,622,-0.326635831
54.3333333,819.0967244,622,1.638275631
54.4166667,820.0562249,622,4.663775136
54.5,816.1765283,622,8.543471681
54.5833333,823.8532915,622,13.44570849
54.6666667,830.2918371,622,19.58616288
54.75,835.3931159,622,27.06388412
54.8333333,839.164024,622,35.87197596
54.9166667,841.2508238,622,46.3641762
55,841.8677585,622,58.32724154
55.0833333,841.2819754,622,71.4920246
55.1666667,839.6150166,622,85.73798343
55.25,836.7648176,622,101.1671824
55.3333333,836.2219094,622,114.2890906
55.4166667,834.3303486,622,128.7596514
55.5,818.6431719,622,144.4468281
55.5833333,806.5096568,622,169.5333432
55.6666667,793.502629,622,195.492371
55.75,781.6559512,622,220.2920488
55.8333333,770.3871736,622,244.5138264
55.9166667,757.926086,622,269.927914
56,743.0298873,622,297.7761127
56.0833333,727.2503103,622,326.5086897
56.1666667,710.7483833,622,355.9636167
56.25,690.1560587,622,389.5089413
56.3333333,669.0496722,622,423.5673278
56.4166667,645.5815376,622,459.9884624
56.5,616.942432,622,488.627568
56.5833333,586.7380948,622,532.6569052
56.6666667,569.0315274,622,564.1874726
56.75,549.6310677,622,597.4129323
56.8333333,530.2620611,622,630.6059389
56.9166667,495.7178774,622,678.9751226
57,476.3465044,622,712.1704956
57.0833333,456.9453686,622,745.3966314
57.1666667,438.0411837,622,778.1248163
57.25,423.8105562,622,806.1804438
57.3333333,411.9662533,622,831.8487467
57.4166667,400.7111612,622,856.9288388
57.5,390.9336777,622,866.7063223
57.5833333,380.0965767,622,891.1184233
57.6666667,372.1430468,622,912.6479532
57.75,364.7916019,622,933.5743981
57.8333333,374.6429428,622,937.2990572
57.9166667,370.0320871,622,955.4849129
58,366.1010402,622,972.9919598
58.0833333,341.871664,622,1010.796336
58.1666667,314.20631,622,1052.03769
58.25,287.149127,622,1092.669873
58.3333333,280.864223,622,1112.530777
58.4166667,274.700355,622,1132.269645
58.5,236.302021,622,1170.667979
58.5833333,228.162816,622,1191.386184
58.6666667,220.505674,622,1211.622326
58.75,194.653211,622,1250.053789
58.8333333,188.444284,622,1268.841716
58.9166667,164.114408,622,1305.750592
59,161.420534,622,1321.024466
59.0833333,159.138083,622,1335.885917
59.1666667,157.060493,622,1350.542507
59.25,135.620624,622,1384.561376
59.3333333,115.544797,622,1417.216203
59.4166667,134.131322,622,1411.208678
59.5,121.710609,622,1423.629391
59.5833333,99.508054,622,1454.425946
59.6666667,96.764812,622,1465.762188
59.75,75.771132,622,1495.349868
59.8333333,73.509938,622,1506.205062
59.9166667,71.591881,622,1516.716119
60,70.229906,622,1526.672094
60.0833333,69.101877,622,1536.393123
60.1666667,68.653657,622,1545.435343
